pgfam	Escherichia_coli_str._K-12_substr._MG1655	Escherichia_coli_strain_1408270010	Escherichia_coli_strain_1409150006	Escherichia_coli_strain_1512290008	Escherichia_coli_strain_1409160003	Escherichia_coli_strain_20170221001	Escherichia_coli_NC101	Escherichia_coli_strain_1512290026	Escherichia_coli_IHE3034	Escherichia_coli_UTI89
PGF_00269011	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
PGF_00176734	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
PGF_00031775	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
PGF_00031746	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
PGF_00031627	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
PGF_00031732	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
PGF_00421849	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0
PGF_03962887	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0
PGF_07052665	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0
PGF_00043351	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
PGF_05392013	1.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0
PGF_00032004	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	3.0	2.0
PGF_08086784	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	4.0
PGF_10522173	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0
PGF_00025680	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0
PGF_05008693	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	2.0	2.0
PGF_10506796	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00028110	3.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00839140	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0
PGF_00119083	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	2.0
PGF_00065789	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0
PGF_09060178	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0
PGF_00064874	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0
PGF_00080087	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
PGF_06688633	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0
PGF_04069129	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
PGF_12791672	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0
PGF_12951569	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0
PGF_00415551	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0
PGF_00065631	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0
PGF_00065546	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0
PGF_00065548	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0
PGF_04070479	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0
PGF_04938124	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0
PGF_00227974	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0
PGF_04540408	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0
PGF_10509735	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	2.0
PGF_01524160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0
PGF_12862274	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
PGF_03350239	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
PGF_00722384	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
PGF_00090969	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
PGF_00173195	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0
PGF_00213867	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0
PGF_00399595	1.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
PGF_10638053	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0
PGF_11630263	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_10452732	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_01627079	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_03002597	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
PGF_00847610	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_01651166	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0
PGF_00320482	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
PGF_12721932	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0
PGF_12923406	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
PGF_12833489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PGF_11671196	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PGF_10658407	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PGF_10577309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PGF_03025264	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PGF_01628551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PGF_01642676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
PGF_00106422	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
PGF_05840429	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
PGF_10148872	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0
PGF_00099229	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
PGF_12923592	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0
PGF_01650118	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
PGF_00327844	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
PGF_01625293	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
PGF_00357322	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
PGF_10358199	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0
PGF_03040032	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0
PGF_00133425	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
PGF_08073108	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0
PGF_12847996	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_12674197	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10665581	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10644508	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10551243	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10529336	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10512988	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10492445	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10481924	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10479387	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10476830	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10475858	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10463605	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10457743	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10454652	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10454402	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10453241	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10439403	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10421955	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10419136	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10418504	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10413640	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10408253	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10402815	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10394436	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10381646	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10381474	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10372736	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10369444	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10357432	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10349132	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10327061	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10317182	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_10074799	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_09938880	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_09700850	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_09613488	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_09362925	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_09262295	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_09189163	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_09170204	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_09125277	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_08625055	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_08280832	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_08254504	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_08212394	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_08197489	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_08157241	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07970774	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07957161	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07867769	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07801087	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07718926	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07635951	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07558452	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07547571	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07498135	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07420478	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07407942	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07291974	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07257997	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07212144	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07164667	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07142314	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07125259	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07037374	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_07003368	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_06973607	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_06935449	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_06811276	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_06749131	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_06667697	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_06493692	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_06275535	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_06149380	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_05969710	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_05938240	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_05646293	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_05406478	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_05365217	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_05023108	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_04923557	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_04887798	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_04567559	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_04467699	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_04396225	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_04358691	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_04043126	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_04021336	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_03980414	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_03753601	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_03495982	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_03413537	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_03337656	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_03296442	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_03267589	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_03147254	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_03073672	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_02970253	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_02948723	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_02940240	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_02746534	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01810753	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01771319	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01748003	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01651390	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01651334	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01651140	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01650823	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01650759	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01650576	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01650565	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01650542	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01650528	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01650527	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01650457	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01650423	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01646947	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01644585	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01644507	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01643772	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01643650	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01642031	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01641440	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01640984	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01637958	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01637194	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01635113	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01634921	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01634829	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01634007	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01633933	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01632236	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01630912	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01630193	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01629702	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01629260	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01629257	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01629053	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01627979	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01627682	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01626861	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01626562	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01626354	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01626222	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01626218	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01625960	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01625816	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01625813	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01625811	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01625713	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01625592	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01625571	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01625531	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01624840	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01624747	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01609716	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01553362	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01520285	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01501851	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_01031419	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00969389	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00956137	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00945256	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00785403	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00424101	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00424100	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00410361	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00409776	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00408769	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00408708	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00406817	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00404375	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00393219	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00389737	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00377534	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00353297	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00327263	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00319316	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00314500	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00313636	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00311331	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00307669	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00305606	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00293394	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00291174	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00281105	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00280271	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00275593	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00273791	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00271183	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00258865	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00257377	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00247965	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00244958	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00214617	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00185896	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00184521	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00175485	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00168287	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00157475	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00147465	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00146653	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00146634	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00138095	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00133688	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00115453	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00112370	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00109191	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00087044	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00083311	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00067381	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PGF_00060399	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
